"","subID","block","orientation","cueType","accuracy","rt"
"393",1,1,"horizontal","valid",1,0.525273464966631
"394",1,1,"horizontal","valid",1,0.491940548818548
"395",1,1,"horizontal","same",1,1.08364688601523
"396",1,1,"horizontal","valid",1,0.475262997408208
"397",1,1,"horizontal","valid",1,0.408550231765275
"398",1,1,"horizontal","valid",1,0.491895322139044
"399",1,1,"horizontal","valid",1,0.425218396506807
"400",1,1,"horizontal","valid",0,0.533601431779971
"401",1,2,"vertical","valid",1,0.325247239181408
"402",1,2,"vertical","valid",0,0.32529474141711
"403",1,2,"vertical","same",0,0.383555237989185
"404",1,2,"vertical","valid",1,0.358536919761718
"405",1,2,"vertical","valid",1,0.433526452203296
"406",1,2,"vertical","valid",1,0.416923425258119
"407",1,2,"vertical","diff",1,0.783605129558509
"408",1,2,"vertical","same",1,0.508568891326377
"409",1,2,"vertical","valid",1,0.558575661106261
"410",1,2,"vertical","diff",1,0.62528416008081
"411",1,2,"vertical","same",1,0.55860695000365
"412",1,2,"vertical","valid",1,0.541877914134147
"413",1,2,"vertical","valid",1,0.575237568067678
"414",1,2,"vertical","valid",1,0.308593296666459
"415",1,2,"vertical","same",0,0.558610078893253
"416",1,2,"vertical","valid",1,0.391926440369843
"417",1,2,"vertical","diff",1,0.475177095161598
"418",1,2,"vertical","valid",1,0.733572190883024
"419",1,2,"vertical","valid",1,0.425229489842877
"420",1,2,"vertical","diff",1,0.625280462302271
"421",1,2,"horizontal","valid",1,0.408598587334836
"422",1,2,"horizontal","valid",1,0.458534530427642
"423",1,2,"horizontal","valid",1,0.400233358288915
"424",1,2,"horizontal","same",1,0.575266012519933
"425",1,2,"horizontal","diff",1,0.475226304064563
"426",1,2,"horizontal","diff",1,0.683585616664459
"427",1,2,"horizontal","valid",1,0.583535952650436
"428",1,2,"horizontal","diff",1,0.550264192075247
"429",1,2,"horizontal","valid",1,0.325265159186529
"430",1,2,"horizontal","valid",0,0.500216462283788
"431",1,2,"horizontal","valid",1,0.416895549694345
"432",1,2,"horizontal","same",1,0.466923083924485
"433",1,2,"horizontal","diff",1,0.508618953562745
"434",1,2,"horizontal","valid",1,0.433586185553395
"435",1,2,"horizontal","valid",1,0.433655021128743
"436",1,2,"horizontal","valid",1,0.533649787349532
"437",1,2,"horizontal","same",1,0.600310499643911
"438",1,2,"horizontal","valid",1,0.50027989341288
"439",1,2,"horizontal","same",1,0.558640230013225
"440",1,2,"horizontal","valid",1,0.4169032296968
"441",1,2,"horizontal","valid",1,0.40840544950197
"442",1,2,"horizontal","valid",1,0.508590224665568
"443",1,2,"horizontal","valid",1,0.358491408637747
"444",1,2,"horizontal","diff",1,0.558620603340842
"445",1,2,"horizontal","valid",1,0.508573157994306
"446",1,2,"horizontal","same",1,0.441894241249884
"447",1,2,"horizontal","diff",0,0.37517607116115
"448",1,2,"horizontal","diff",1,0.416921149702375
"449",1,2,"horizontal","diff",1,0.575275683634118
"450",1,2,"horizontal","valid",1,0.525203207168943
"451",1,2,"horizontal","valid",1,0.475263566297144
"452",1,2,"horizontal","valid",1,0.5335690051038
"453",1,2,"horizontal","same",1,0.683596425556061
"454",1,2,"horizontal","valid",1,0.508571451327043
"455",1,2,"horizontal","valid",1,0.425227214287133
"456",1,2,"horizontal","valid",1,0.400219989396192
"457",1,2,"horizontal","same",1,0.508565477992306
"458",1,2,"horizontal","same",1,0.525238193845325
"459",1,2,"horizontal","valid",1,0.475272099633003
"460",1,2,"horizontal","valid",0,0.983670039799563
"461",1,2,"vertical","diff",1,0.591919670590414
"462",1,2,"vertical","diff",1,0.533581236218652
"463",1,2,"vertical","valid",1,0.466890941693237
"464",1,2,"vertical","valid",1,0.458523721535585
"465",1,2,"vertical","same",1,0.583617019340181
"466",1,2,"vertical","valid",1,0.683595572222657
"467",1,2,"vertical","valid",1,0.425222947619204
"468",1,2,"vertical","valid",1,0.441920694590863
"469",1,2,"vertical","same",1,0.508562064657781
"470",1,2,"vertical","valid",0,0.450257763628997
"471",1,2,"vertical","valid",1,0.366885366580391
"472",1,2,"vertical","valid",1,0.508574864661568
"473",1,2,"vertical","valid",1,0.383525371313681
"474",1,2,"vertical","same",0,0.391861302573943
"475",1,2,"vertical","diff",1,0.541876207466885
"476",1,2,"vertical","same",1,0.566908179031543
"477",1,2,"vertical","valid",1,0.575307541420898
"478",1,2,"vertical","valid",1,0.641955738156412
"479",1,2,"vertical","diff",1,0.708630103788437
"480",1,2,"vertical","valid",1,0.383552962432987
"481",1,2,"horizontal","valid",1,0.750239502290242
"482",1,2,"horizontal","same",1,0.575252359183196
"483",1,2,"horizontal","valid",1,0.400225109397525
"484",1,2,"horizontal","valid",1,0.566874045689019
"485",1,2,"horizontal","valid",1,0.433560301101807
"486",1,2,"horizontal","same",1,0.566938899040451
"487",1,2,"horizontal","diff",1,0.533577822884126
"488",1,2,"horizontal","valid",1,0.350215210728038
"489",1,2,"horizontal","valid",0,0.475265272964407
"490",1,2,"horizontal","valid",1,0.391884342580397
"491",1,2,"horizontal","same",1,0.475235406288903
"492",1,2,"horizontal","diff",1,0.63364398468093
"493",1,2,"horizontal","valid",1,0.416868811909353
"494",1,2,"horizontal","diff",1,0.566805210113216
"495",1,2,"horizontal","diff",1,0.566871485687898
"496",1,2,"horizontal","valid",1,0.450228465842429
"497",1,2,"horizontal","valid",1,0.375217315617647
"498",1,2,"horizontal","same",1,0.725265841853798
"499",1,2,"horizontal","valid",1,0.391915631478241
"500",1,2,"horizontal","valid",1,0.391917338145504
"501",1,2,"vertical","valid",1,0.391858458128809
"502",1,2,"vertical","valid",1,0.358581293107363
"503",1,2,"vertical","diff",1,0.333510637087784
"504",1,2,"vertical","valid",1,0.508566900214646
"505",1,2,"vertical","valid",1,0.466897199473351
"506",1,2,"vertical","valid",1,0.775238193845325
"507",1,2,"vertical","valid",1,0.483555408655775
"508",1,2,"vertical","valid",1,0.416902660807864
"509",1,2,"vertical","valid",1,0.366900442140377
"510",1,2,"vertical","valid",1,0.433557456656217
"511",1,2,"vertical","valid",1,0.366916371033767
"512",1,2,"vertical","same",1,0.600271815188535
"513",1,2,"vertical","diff",0,0.425234325399742
"514",1,2,"vertical","same",1,0.533578676217985
"515",1,2,"vertical","same",1,0.583582032663344
"516",1,2,"vertical","diff",1,0.658593467333503
"517",1,2,"vertical","valid",1,0.483559959768172
"518",1,2,"vertical","same",1,0.450220501395961
"519",1,2,"vertical","valid",1,0.450229319176287
"520",1,2,"vertical","diff",1,0.633578846884575
"521",1,2,"vertical","valid",1,0.60861428867247
"522",1,2,"vertical","valid",1,0.391943222597092
"523",1,2,"vertical","valid",1,0.625217315617192
"524",1,2,"vertical","same",1,0.675260778740721
"525",1,2,"vertical","valid",1,0.516905391475575
"526",1,2,"vertical","valid",1,0.525206904947936
"527",1,2,"vertical","valid",1,0.383552677988064
"528",1,2,"vertical","valid",1,0.45859853044567
"529",1,2,"vertical","valid",1,0.375196266722469
"530",1,2,"vertical","same",1,0.475237397401088
"531",1,2,"vertical","valid",1,0.358545168652654
"532",1,2,"vertical","valid",1,0.425226645397743
"533",1,2,"vertical","same",1,0.37526055118542
"534",1,2,"vertical","diff",1,0.383580553551838
"535",1,2,"vertical","diff",1,0.641948627043348
"536",1,2,"vertical","valid",1,0.42522152539641
"537",1,2,"vertical","same",1,0.583544201541372
"538",1,2,"vertical","valid",1,0.37523068451037
"539",1,2,"vertical","diff",0,0.641978778162866
"540",1,2,"vertical","diff",1,0.575209408059436
"541",1,2,"horizontal","same",1,0.583574352660889
"542",1,2,"horizontal","diff",1,0.608590395332612
"543",1,2,"horizontal","valid",1,0.475197575167385
"544",1,2,"horizontal","diff",0,0.466900328362954
"545",1,2,"horizontal","valid",1,0.633588233554292
"546",1,2,"horizontal","valid",1,0.466899759473563
"547",1,2,"horizontal","valid",1,0.55854323443009
"548",1,2,"horizontal","valid",1,0.550243712069459
"549",1,2,"horizontal","same",1,0.725283477413996
"550",1,2,"horizontal","valid",1,0.425227783176069
"551",1,2,"horizontal","valid",0,0.433594434444785
